display_template,pref_label,objectid,title,alternative_form,term_type,term_type_uri,vocabulary,vocabulary_uri,language,establish_date,terminate_date,birth_date,death_date,definition,usage,history,location,location_uri,subject_area,broader_term,broader_term_objectid,narrower_term,narrower_term_objectid,related_term,related_term_objectid,exact_match,exact_match_uri,close_match,close_match_uri,related_external,related_external_uri,source,publisher,publisher_uri,rights
record,"Grand Detour Plow Company (Dixon, Illinois)",isun0011,"Grand Detour Plow Company (Dixon, Illinois)",Grand Detour Plow Company,Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1879,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the entity incorporated in 1879. Review and assign related terms as appropriate.,"Based on the sources cited, the organization prefers this form of the name over the authorized form or other variants in external vocabularies.",Illinois--Dixon,http://id.worldcat.org/fast/1217732,,,,,,,,,,,,,,"Grand Detour Plow Company catalog, 1882 (Grand Detour Plow Co., Dixon, Ill.) <a href=""https://n2t.net/ark:/87292/w9wm13z2q"">https://n2t.net/ark:/87292/w9wm13z2q</a>; Companies Intertwined: Grand Detour Plow Co. and Deere & Co., 2012-08-22 (incorporated in Dixon in 1879 as Grand Detour Plow Co.) <a href=""https://www.farmcollector.com/equipment/grand-detour-plow-deere-zmiz12sepzbea/"">https://www.farmcollector.com/equipment/grand-detour-plow-deere-zmiz12sepzbea/</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/
record,"Champion Machine Company (Springfield, Ohio)",isun0012,"Champion Machine Company (Springfield, Ohio)",Champion Machine Company; Champion Mowing Machine Company,Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,,,,,Preferred form of name for use in Iowa State University Library metadata.,"Use this name to describe resources by or about the entity, including related distribution companies. Review and assign related terms as appropriate.","Based on the sources cited, the organization prefers this form of the name over the authorized form or other variants in external vocabularies.",Ohio--Springfield,http://id.worldcat.org/fast/1219897,,,,,,International Harvester Company,isun0023,,,,,,,"Champion Machine Company 1871 catalog, 1871 (Champion Machine Company, Springfield, Ohio) <a href=""https://n2t.net/ark:/87292/w9vm4321d"">https://n2t.net/ark:/87292/w9vm4321d</a>; Illustrated advertisement card for the Champion Mowing Machine, 1876-06-22 (Champion Mowing Machine) <a href=""https://n2t.net/ark:/87292/w9m32nf1v"">https://n2t.net/ark:/87292/w9m32nf1v</a>; The Champion No. 4 Combined Mower and Self-Raking Reaper, 2013-21 (includes a list of companies operating under the corporate umbrella name Champion) <a href=""https://smallfarmersjournal.com/the-champion-no-4-combined-mower-and-self-raking-reaper/"">https://smallfarmersjournal.com/the-champion-no-4-combined-mower-and-self-raking-reaper/</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/
record,"Farmers Friend Manufacturing Company (Dayton, Ohio)",isun0013,"Farmers Friend Manufacturing Company (Dayton, Ohio)",Farmers Friend Manufacturing Company; The Farmers Friend Manufacturing Company,Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1871,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the entity incorporated in 1871. Review and assign related terms as appropriate.,"Based on the sources cited, the organization prefers this form of the name over the authorized form or other variants in external vocabularies.",Ohio--Dayton,http://id.worldcat.org/fast/1204702,,,,,,,,,,,,,,"Farmers Friend Manufacturing Company 1876 catalog, 1876 (Farmers Friend Mfg Co., Dayton, Ohio) <a href=""https://n2t.net/ark:/87292/w9ws8hq99"">https://n2t.net/ark:/87292/w9ws8hq99</a>; Farmer’s Friend, viewed on 2024-09-23 (Farmers Friend Manufacturing incorporated in 1871) <a href=""https://wrenchwiki.com/farmers-friend/"">https://wrenchwiki.com/farmers-friend/</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/
record,"Johnston, Huntley and Company (Brockport, New York)",isun0014,"Johnston, Huntley and Company (Brockport, New York)","Johnston, Huntley and Company",Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1868,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the entity formed in 1868 by Byron E. Huntley and Samuel Johnston. Review and assign related terms as appropriate.,"Based on the sources cited, the organization prefers this form of the name over the authorized form or other variants in external vocabularies.",New York (State)--Brockport,http://id.worldcat.org/fast/1232617,,,,,,"Johnston Harvester Company (Brockport, New York)",isun0015,,,,,,,"Johnston, Huntley and Company: Johnston Harvesters catalog, 1870 (Johnston, Huntley & Co., Brockport, N.Y.) <a href=""https://n2t.net/ark:/87292/w9930p00d"">https://n2t.net/ark:/87292/w9930p00d</a>; The Johnston Harvester Co., 2009-10-28 (Byron E. Huntley born 1830? bought into company Ganson, Huntley & Co. in 1850) <a href=""https://www.farmcollector.com/company-history/the-johnston-harvester-company/"">https://www.farmcollector.com/company-history/the-johnston-harvester-company/</a>; Johnston Harvester, viewed on 2024-09-23 (Byron E. Huntley and Samuel Johnston formed Johnston, Huntley & Company in 1868) <a href=""https://wrenchwiki.com/johnston-harvester/"">https://wrenchwiki.com/johnston-harvester/</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/
record,"Johnston Harvester Company (Brockport, New York)",isun0015,"Johnston Harvester Company (Brockport, New York)","Johnston Harvester Company; Johnston Harvester Company (Batavia, New York)",Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1870,,,,Preferred form of name for use in Iowa State University Library metadata.,"Use this name to describe resources by or about the entity formed in 1870 as the successor to Johnston, Huntley & Company. The company moved to Batavia after a fire destroyed the Brockport facility in 1882. Review and assign related terms as appropriate.","Based on the sources cited, the organization prefers this form of the name over the authorized form or other variants in external vocabularies.",New York (State)--Brockport; New York (State)--Batavia,http://id.worldcat.org/fast/1232617; http://id.worldcat.org/fast/1224072,,,,,,"Johnston, Huntley and Company (Brockport, New York)",isun0014,,,,,,,"Johnston Harvester Company 1876 reapers and mowers catalog, 1876 (Johnston Harvester Co., Brockport, N.Y.) <a href=""https://n2t.net/ark:/87292/w9bn9x69k"">https://n2t.net/ark:/87292/w9bn9x69k</a>; Johnston Harvesting Company 1894 price list of extras for Globe Mower, No. 8, 1894 (Johnston Harvester Co., Batavia, N.Y.) <a href=""https://n2t.net/ark:/87292/w9445hh17"">https://n2t.net/ark:/87292/w9445hh17</a>; Johnston Harvester, viewed on 2024-09-23 (after fire destroyed the Brockport facility in 1882 a move was made to Batavia) <a href=""https://wrenchwiki.com/johnston-harvester/"">https://wrenchwiki.com/johnston-harvester/</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/
record,"Mountville Manufacturing Company (Mountville, Pennsylvania)",isun0016,"Mountville Manufacturing Company (Mountville, Pennsylvania)",Mountville Manufacturing Company; Mountville Manufacturing Co.,Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1888,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the entity formed in 1888 as the successor to Root Plow Works. Review and assign related terms as appropriate.,"Based on the sources cited, the organization prefers this form of the name over the authorized form or other variants in external vocabularies.",Pennsylvania--Mountville,http://id.worldcat.org/fast/1254077,,,,,,,,,,,,,,"Mountville Manufacturing Company catalog, viewed on 2024-09-23 (Mountville Manufacturing Company, Mountville, Pennsylvania) <a href=""https://n2t.net/ark:/87292/w9k649x7c"">https://n2t.net/ark:/87292/w9k649x7c</a>; Mountville Manufacturing Company, viewed on 2024-09-23 (in 1888 Root Plow Works moves from Mount Joy to Mountville and becomes Mountville Manufacturing Company) <a href=""https://www.newhollandhitnmiss.com/mountville-manufacturing-company.html"">https://www.newhollandhitnmiss.com/mountville-manufacturing-company.html</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/
record,Nash & Brother,isun0017,Nash & Brother,"Nash and Brother Agricultural Implements and Machinery; Nash and Brother Manufactory; Nash & Brother (New York, New York); Nash & Brother (Millington, New Jersey)",Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1872~,,,,Preferred form of name for use in Iowa State University Library metadata.,"Use this name to describe resources by or about the entity that existed in New York, New York in the 1870s and Millington, New Jersey in the 1880s. See exact matches in external vocabularies for more information about this name. Review and assign related terms as appropriate, based on the following information (which, it should be noted, involves guesswork with some dates and corporate relationships unclear). Nash & Brother succeeds Duane H. Nash in New York, New York by 1872. Acme Harrow Company (Millington, New Jersey) is founded by Frederick Nishwitz (1829-1900) in 1879. Duane H. Nash (Firm) succeeds Acme Harrow Company in 1882? when Duane H. Nash (1843-1905) takes over management of the company. By 1884 Nash & Brother moves from New York, New York to Millington, New Jersey. Duane H. Nash, Inc. is incorporated in 1905 upon death of Duane H. Nash (1843-1905). Nash Acme Harrow Company (Philadelphia, Pennsylvania) is incorporated in 1924 with Duane H. Nash, Jr., as sales manager.",Metadata Services selected this term from an external vocabulary for local use. The form and usage of the term have not been modified.,New York (State)--New York; New Jersey--Millington,http://id.worldcat.org/fast/1204333; http://id.worldcat.org/fast/1233387,,,,,,"Duane H. Nash, Inc.",isun0018,Nash & Brother,http://id.loc.gov/authorities/names/no2008072589,,,,,"Nash and Brother Agricultural Implements and Machinery catalog, viewed on 2024-09-23 (Nash & Brother, New York, successors to Duane H. Nash) <a href=""https://n2t.net/ark:/87292/w99882r8f"">https://n2t.net/ark:/87292/w99882r8f</a>; Nash and Brother Manufactory Acme catalog, viewed on 2024-09-23 (Nash Brothers, Millington, N.J.) <a href=""https://n2t.net/ark:/87292/w9x05xh3x"">https://n2t.net/ark:/87292/w9x05xh3x</a>",Library of Congress,http://id.loc.gov/authorities/names/n78089035,http://opendatacommons.org/licenses/pddl/1.0/
record,"Duane H. Nash, Inc.",isun0018,"Duane H. Nash, Inc.",,Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1905,,,,Preferred form of name for use in Iowa State University Library metadata.,"Use this name to describe resources by or about the entity that was incorporated in Millington, New Jersey in 1905. See exact matches in external vocabularies for more information about this name. Review and assign related terms as appropriate, based on the following information (which, it should be noted, involves guesswork with some dates and corporate relationships unclear). Nash & Brother succeeds Duane H. Nash in New York, New York by 1872. Acme Harrow Company (Millington, New Jersey) is founded by Frederick Nishwitz (1829-1900) in 1879. Duane H. Nash (Firm) succeeds Acme Harrow Company in 1882? when Duane H. Nash (1843-1905) takes over management of the company. By 1884 Nash & Brother moves from New York, New York to Millington, New Jersey. Duane H. Nash, Inc. is incorporated in 1905 upon death of Duane H. Nash (1843-1905). Nash Acme Harrow Company (Philadelphia, Pennsylvania) is incorporated in 1924 with Duane H. Nash, Jr., as sales manager.",Metadata Services selected this term from an external vocabulary for local use. The form and usage of the term have not been modified.,New Jersey--Millington,http://id.worldcat.org/fast/1233387,,,,,,Nash & Brother,isun0017,"Duane H. Nash, Inc.",http://id.loc.gov/authorities/names/no2008072590,,,,,"The ""Acme"" way to crops that pay, 1916 (Duane H. Nash, Inc., Millington, N.J.) <a href=""https://n2t.net/ark:/87292/w9ww77434"">https://n2t.net/ark:/87292/w9ww77434</a>",Library of Congress,http://id.loc.gov/authorities/names/n78089035,http://opendatacommons.org/licenses/pddl/1.0/
record,"Nash Acme Harrow Company (Philadelphia, Pennsylvania)",isun0019,"Nash Acme Harrow Company (Philadelphia, Pennsylvania)",Nash Acme Harrow Co.,Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1924,,,,Preferred form of name for use in Iowa State University Library metadata.,"Use this name to describe resources by or about the entity that was incorporated in Philadelphia, Pennsylvania in 1924. Review and assign related terms as appropriate, based on the following information (which, it should be noted, involves guesswork with some dates and corporate relationships unclear). Nash & Brother succeeds Duane H. Nash in New York, New York by 1872. Acme Harrow Company (Millington, New Jersey) is founded by Frederick Nishwitz (1829-1900) in 1879. Duane H. Nash (Firm) succeeds Acme Harrow Company in 1882? when Duane H. Nash (1843-1905) takes over management of the company. By 1884 Nash & Brother moves from New York, New York to Millington, New Jersey. Duane H. Nash, Inc. is incorporated in 1905 upon death of Duane H. Nash (1843-1905). Nash Acme Harrow Company (Philadelphia, Pennsylvania) is incorporated in 1924 with Duane H. Nash, Jr., as sales manager.","Based on the sources cited, the organization prefers this form of the name over the authorized form or other variants in external vocabularies.",Pennsylvania--Philadelphia,http://id.worldcat.org/fast/1204170,,,,,,,,,,,,,,"Illustrated catalog for Nash Acme Harrow Co., 1927 (Nash Acme Harrow Co., Philadelphia, Pa.) <a href=""https://n2t.net/ark:/87292/w99g5gj37"">https://n2t.net/ark:/87292/w99g5gj37</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/
record,"Patten & Stafford (Canastota, New York)",isun0020,"Patten & Stafford (Canastota, New York)","Patten and Stafford Company; Patten and Stafford Manufacturer; Patten, Stafford and Myer Manufacturer",Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1873,,,,Preferred form of name for use in Iowa State University Library metadata.,"Use this name to describe resources by or about the entity. Patten & Stafford was founded in 1873 and incorporated as Patten & Stafford Company in 1904. Founders were likely William H. Patten and Norman Stafford. No information found on Patten, Stafford & Myer and who Myer might have been.","Based on the sources cited, the organization prefers this form of the name over the authorized form or other variants in external vocabularies.",New York (State)--Canastota,http://id.worldcat.org/fast/1220449,,,,,,,,,,,,,,"Patten and Stafford New York Champion Rakes catalog, viewed on 2024-09-23 (Patten & Stafford, Canastota, N.Y.) <a href=""https://n2t.net/ark:/87292/w9z31ns9x"">https://n2t.net/ark:/87292/w9z31ns9x</a>; Patten and Stafford Company catalog, viewed on 2024-09-23 (Patten & Stafford Company, Canastota, N.Y.) <a href=""https://n2t.net/ark:/87292/w91v5bj4c"">https://n2t.net/ark:/87292/w91v5bj4c</a>; Patten, Stafford and Myer manufacturers catalog, viewed on 2024-09-23 (Patten, Stafford & Myer, Canastota, N.Y.) <a href=""https://n2t.net/ark:/87292/w9fn10x1v"">https://n2t.net/ark:/87292/w9fn10x1v</a>",Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,http://opendatacommons.org/licenses/pddl/1.0/
record,American Association of Avian Pathologists,isun0021,American Association of Avian Pathologists,,Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1957,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the entity. See exact matches in external vocabularies for more information about this term. Review and assign related terms as appropriate.,Metadata Services selected this term from an external vocabulary for local use. The form and usage of the term have not been modified.,Florida--Jacksonville,http://id.worldcat.org/fast/1205259,,,,,,,,American Association of Avian Pathologists,http://id.loc.gov/authorities/names/n81134879,,,,,"AAAP constitution, July 11, 1958 (American Association of Avian Pathologists) <a href=""https://n2t.net/ark:/87292/w9804xq97"">https://n2t.net/ark:/87292/w9804xq97</a>",Library of Congress,http://id.loc.gov/authorities/names/n78089035,http://opendatacommons.org/licenses/pddl/1.0/
record,International Harvester Company of America,isun0022,International Harvester Company of America,,Authority;Corporate Name,http://www.loc.gov/mads/rdf/v1#Authority;http://www.loc.gov/mads/rdf/v1#CorporateName,Iowa State University names,https://digital.lib.iastate.edu/vocabs/vocab/vocab004.html,eng,1902,,,,Preferred form of name for use in Iowa State University Library metadata.,Use this name to describe resources by or about the entity. See exact matches in external vocabularies for more information about this term. Review and assign related terms as appropriate.,Metadata Services selected this term from an external vocabulary for local use. The form and usage of the term have not been modified.,Illinois--Chicago,http://id.worldcat.org/fast/1204048,,,,,,International Harvester Company,isun0023,International Harvester Company of America,http://id.loc.gov/authorities/names/no89021151,,,,,"International Harvester Company of America Deering Harvesting Machines catalog, viewed on 2024-09-23 (International Harvester Company of America, Chicago) <a href=""https://n2t.net/ark:/87292/w9c824j7f"">https://n2t.net/ark:/87292/w9c824j7f</a>",Library of Congress,http://id.loc.gov/authorities/names/n78089035,http://opendatacommons.org/licenses/pddl/1.0/
